Month,Category,Revenue
2018-01-01,consoles_games,7313.28
2018-01-01,construction_tools_construction,9664.18
2018-01-01,construction_tools_lights,2392.99
2018-01-01,construction_tools_safety,2228.8900000000003
2018-01-01,cool_stuff,38942.41
2018-01-01,costruction_tools_garden,3927.98
2018-01-01,costruction_tools_tools,532.3
2018-01-01,diapers_and_hygiene,125.0
2018-01-01,drinks,2227.61
2018-01-01,dvds_blu_ray,49.8
2018-01-01,electronics,15884.28
2018-01-01,fashio_female_clothing,161.79000000000002
2018-01-01,fashion_bags_accessories,7931.72
2018-01-01,fashion_male_clothing,550.6
2018-01-01,fashion_shoes,666.7
2018-01-01,fashion_sport,119.8
2018-01-01,fashion_underwear_beach,754.5
2018-01-01,fixed_telephony,2444.1
2018-01-01,flowers,284.6
2018-01-01,food,829.56
2018-01-01,food_drink,341.17
2018-01-01,furniture_bedroom,914.8
2018-01-01,furniture_decor,53798.81
2018-01-01,furniture_living_room,2308.1
2018-01-01,furniture_mattress_and_upholstery,860.5
2018-01-01,garden_tools,26793.06
2018-01-01,health_beauty,71405.6
2018-01-01,home_appliances,1725.15
2018-01-01,home_appliances_2,8630.1
2018-01-01,home_confort,3020.16
2018-01-01,home_construction,5747.78
2018-01-01,housewares,37446.74
2018-01-01,industry_commerce_and_business,2681.1
2018-01-01,kitchen_dining_laundry_garden_furniture,4838.5
2018-01-01,la_cuisine,112.0
2018-01-01,luggage_accessories,18546.32
2018-01-01,market_place,818.72
2018-01-01,music,24.97
2018-01-01,musical_instruments,15178.58
2018-01-01,office_furniture,19485.42
2018-01-01,party_supplies,135.8
2018-01-01,perfumery,19555.37
2018-01-01,pet_shop,10796.06
2018-01-01,signaling_and_security,1048.79
2018-01-01,small_appliances,14261.81
2018-01-01,small_appliances_home_oven_and_coffee,369.99
2018-01-01,sports_leisure,86172.83
2018-01-01,stationery,39522.72
2018-01-01,tablets_printing_image,161.8
2018-01-01,telephony,14700.08
2018-01-01,toys,21382.85
2018-01-01,watches_gifts,73521.24
2018-02-01,agro_industry_and_commerce,7385.3
2018-02-01,air_conditioning,2626.89
2018-02-01,art,1216.71
2018-02-01,audio,2828.49
2018-02-01,auto,41048.51
2018-02-01,baby,25857.28
2018-02-01,bed_bath_table,60366.29
2018-02-01,books_general_interest,1886.65
2018-02-01,books_imported,325.0
2018-02-01,books_technical,1411.21
2018-02-01,christmas_supplies,2059.65
2018-02-01,cine_photo,227.99
2018-02-01,computers_accessories,100131.99
2018-02-01,consoles_games,11763.83
2018-02-01,construction_tools_construction,8991.07
2018-02-01,construction_tools_lights,1610.8
2018-02-01,construction_tools_safety,5965.75
2018-02-01,cool_stuff,29772.25
2018-02-01,costruction_tools_garden,1538.25
2018-02-01,costruction_tools_tools,1318.2
2018-02-01,diapers_and_hygiene,100.0
2018-02-01,drinks,1919.95
2018-02-01,dvds_blu_ray,24.9
2018-02-01,electronics,14764.7
2018-02-01,fashio_female_clothing,29.99
2018-02-01,fashion_bags_accessories,9786.63
2018-02-01,fashion_male_clothing,388.09000000000003
2018-02-01,fashion_shoes,1033.7
2018-02-01,fashion_underwear_beach,399.3
2018-02-01,fixed_telephony,4738.68
2018-02-01,flowers,134.48000000000002
2018-02-01,food,1783.52
2018-02-01,food_drink,1018.3
2018-02-01,furniture_bedroom,895.8
2018-02-01,furniture_decor,38002.36
2018-02-01,furniture_living_room,4402.78
2018-02-01,furniture_mattress_and_upholstery,344.7
2018-02-01,garden_tools,26489.13
2018-02-01,health_beauty,84576.55
2018-02-01,home_appliances,5542.45
2018-02-01,home_appliances_2,8998.83
2018-02-01,home_comfort_2,38.7
2018-02-01,home_confort,3012.76
2018-02-01,home_construction,5225.9
2018-02-01,housewares,34877.47
2018-02-01,industry_commerce_and_business,4735.59
2018-02-01,kitchen_dining_laundry_garden_furniture,4621.16
2018-02-01,luggage_accessories,6423.55
2018-02-01,market_place,1920.92
2018-02-01,music,244.97
2018-02-01,musical_instruments,9015.73
2018-02-01,office_furniture,17287.89
2018-02-01,perfumery,20372.0
2018-02-01,pet_shop,9218.24
2018-02-01,signaling_and_security,715.79
2018-02-01,small_appliances,5245.16
2018-02-01,small_appliances_home_oven_and_coffee,3024.9
2018-02-01,sports_leisure,74540.95
2018-02-01,stationery,10090.53
2018-02-01,tablets_printing_image,694.97
2018-02-01,telephony,13672.38
2018-02-01,toys,14203.35
2018-02-01,watches_gifts,60725.31
2018-03-01,agro_industry_and_commerce,5161.0
2018-03-01,air_conditioning,2507.68
2018-03-01,art,461.5
2018-03-01,audio,10606.69
2018-03-01,auto,44081.96
2018-03-01,baby,40818.75
2018-03-01,bed_bath_table,67786.35
2018-03-01,books_general_interest,1691.94
2018-03-01,books_imported,259.0
2018-03-01,books_technical,913.47
2018-03-01,christmas_supplies,854.95
2018-03-01,cine_photo,711.79
2018-03-01,computers_accessories,84708.39
2018-03-01,consoles_games,11826.22
2018-03-01,construction_tools_construction,9446.58
2018-03-01,construction_tools_lights,2536.7
2018-03-01,construction_tools_safety,5374.87
2018-03-01,cool_stuff,37791.24
2018-03-01,costruction_tools_garden,2087.23
2018-03-01,costruction_tools_tools,931.3
2018-03-01,diapers_and_hygiene,125.0
2018-03-01,drinks,962.7
2018-03-01,dvds_blu_ray,49.8
2018-03-01,electronics,12394.51
2018-03-01,fashio_female_clothing,119.96
2018-03-01,fashion_bags_accessories,10096.51
2018-03-01,fashion_childrens_clothes,79.98
2018-03-01,fashion_shoes,1053.1
2018-03-01,fashion_sport,89.9
2018-03-01,fashion_underwear_beach,289.4
2018-03-01,fixed_telephony,1930.59
2018-03-01,flowers,89.67
2018-03-01,food,1559.8999999999999
2018-03-01,food_drink,2350.77
2018-03-01,furniture_bedroom,1071.8
2018-03-01,furniture_decor,51319.97
2018-03-01,furniture_living_room,3521.87
2018-03-01,furniture_mattress_and_upholstery,440.0
2018-03-01,garden_tools,26773.88
2018-03-01,health_beauty,84488.56999999999
2018-03-01,home_appliances,9876.59
2018-03-01,home_appliances_2,5648.2
2018-03-01,home_comfort_2,34.99
2018-03-01,home_confort,2522.38
2018-03-01,home_construction,5250.51
2018-03-01,housewares,35052.12
2018-03-01,industry_commerce_and_business,2922.45
2018-03-01,kitchen_dining_laundry_garden_furniture,2842.66
2018-03-01,la_cuisine,389.0
2018-03-01,luggage_accessories,5851.77
2018-03-01,market_place,1548.74
2018-03-01,music,323.97
2018-03-01,musical_instruments,8931.4
2018-03-01,office_furniture,30861.64
2018-03-01,party_supplies,913.9
2018-03-01,perfumery,20081.88
2018-03-01,pet_shop,13400.210000000001
2018-03-01,signaling_and_security,921.9
2018-03-01,small_appliances,13952.18
2018-03-01,small_appliances_home_oven_and_coffee,7890.9
2018-03-01,sports_leisure,81656.96
2018-03-01,stationery,12993.74
2018-03-01,tablets_printing_image,259.29
2018-03-01,telephony,24759.43
2018-03-01,toys,22817.55
2018-03-01,watches_gifts,95661.18000000001
2018-04-01,agro_industry_and_commerce,4500.7
2018-04-01,air_conditioning,3261.79
2018-04-01,art,2140.2799999999997
2018-04-01,arts_and_craftmanship,15.99
2018-04-01,audio,7045.07
2018-04-01,auto,47989.41
2018-04-01,baby,47201.22
2018-04-01,bed_bath_table,71379.61
2018-04-01,books_general_interest,6274.51
2018-04-01,books_imported,317.99
2018-04-01,books_technical,1172.1
2018-04-01,cds_dvds_musicals,65.0
2018-04-01,christmas_supplies,275.15000000000003
2018-04-01,cine_photo,521.74
2018-04-01,computers,13774.92
2018-04-01,computers_accessories,57370.9
2018-04-01,consoles_games,5511.05
2018-04-01,construction_tools_construction,12933.83
2018-04-01,construction_tools_lights,4962.67
2018-04-01,construction_tools_safety,2887.26
2018-04-01,cool_stuff,35025.41
2018-04-01,costruction_tools_garden,1326.79
2018-04-01,costruction_tools_tools,1332.99
2018-04-01,diapers_and_hygiene,149.0
2018-04-01,drinks,5016.4400000000005
2018-04-01,dvds_blu_ray,92.5
2018-04-01,electronics,10840.23
2018-04-01,fashio_female_clothing,174.95000000000002
2018-04-01,fashion_bags_accessories,8218.85
2018-04-01,fashion_male_clothing,195.0
2018-04-01,fashion_shoes,1438.7
2018-04-01,fashion_sport,89.9
2018-04-01,fashion_underwear_beach,359.4
2018-04-01,fixed_telephony,1921.94
2018-04-01,flowers,158.4
2018-04-01,food,1665.43
2018-04-01,food_drink,605.0699999999999
2018-04-01,furniture_bedroom,1301.9
2018-04-01,furniture_decor,56217.62
2018-04-01,furniture_living_room,5041.83
2018-04-01,garden_tools,34526.04
2018-04-01,health_beauty,91058.45
2018-04-01,home_appliances,15019.63
2018-04-01,home_appliances_2,20741.69
2018-04-01,home_comfort_2,12.9
2018-04-01,home_confort,1939.4
2018-04-01,home_construction,9204.65
2018-04-01,housewares,44363.29
2018-04-01,industry_commerce_and_business,5690.61
2018-04-01,kitchen_dining_laundry_garden_furniture,3110.57
2018-04-01,la_cuisine,280.0
2018-04-01,luggage_accessories,8680.48
2018-04-01,market_place,627.23
2018-04-01,music,1696.8600000000001
2018-04-01,musical_instruments,19375.31
2018-04-01,office_furniture,19997.8
2018-04-01,party_supplies,43.8
2018-04-01,perfumery,17430.41
2018-04-01,pet_shop,18282.97
2018-04-01,signaling_and_security,2222.2999999999997
2018-04-01,small_appliances,12071.76
2018-04-01,small_appliances_home_oven_and_coffee,13211.99
2018-04-01,sports_leisure,65793.52
2018-04-01,stationery,11263.45
2018-04-01,tablets_printing_image,52.0
2018-04-01,telephony,16312.06
2018-04-01,toys,23140.41
2018-04-01,watches_gifts,88623.07
2018-05-01,agro_industry_and_commerce,3279.75
2018-05-01,air_conditioning,1851.3
2018-05-01,art,2491.97
2018-05-01,arts_and_craftmanship,89.8
2018-05-01,audio,2697.68
2018-05-01,auto,40851.44
2018-05-01,baby,33253.65
2018-05-01,bed_bath_table,71265.07
2018-05-01,books_general_interest,5925.13
2018-05-01,books_imported,410.91999999999996
2018-05-01,books_technical,3040.53
2018-05-01,christmas_supplies,524.53
2018-05-01,cine_photo,2108.29
2018-05-01,computers,8699.92
2018-05-01,computers_accessories,50631.83
2018-05-01,consoles_games,5279.27
2018-05-01,construction_tools_construction,20748.6
2018-05-01,construction_tools_lights,4354.81
2018-05-01,construction_tools_safety,6045.01
2018-05-01,cool_stuff,29949.12
2018-05-01,costruction_tools_garden,1073.28
2018-05-01,costruction_tools_tools,417.9
2018-05-01,diapers_and_hygiene,117.0
2018-05-01,drinks,2505.99
2018-05-01,dvds_blu_ray,439.94
2018-05-01,electronics,16176.789999999999
2018-05-01,fashion_bags_accessories,11490.17
2018-05-01,fashion_male_clothing,129.99
2018-05-01,fashion_shoes,1582.7
2018-05-01,fashion_underwear_beach,207.4
2018-05-01,fixed_telephony,1846.2
2018-05-01,flowers,16.4
2018-05-01,food,1542.9299999999998
2018-05-01,food_drink,1239.44
2018-05-01,furniture_bedroom,1484.98
2018-05-01,furniture_decor,53706.450000000004
2018-05-01,furniture_living_room,2721.08
2018-05-01,garden_tools,37700.79
2018-05-01,health_beauty,94534.38
2018-05-01,home_appliances,6149.67
2018-05-01,home_appliances_2,14441.24
2018-05-01,home_confort,2708.7
2018-05-01,home_construction,10155.28
2018-05-01,housewares,62824.57
2018-05-01,industry_commerce_and_business,3780.99
2018-05-01,kitchen_dining_laundry_garden_furniture,2310.09
2018-05-01,luggage_accessories,6618.46
2018-05-01,market_place,957.45
2018-05-01,music,729.0
2018-05-01,musical_instruments,18757.07
2018-05-01,office_furniture,20835.87
2018-05-01,party_supplies,100.69999999999999
2018-05-01,perfumery,24482.7
2018-05-01,pet_shop,11708.460000000001
2018-05-01,signaling_and_security,683.5
2018-05-01,small_appliances,10620.99
2018-05-01,small_appliances_home_oven_and_coffee,10161.6
2018-05-01,sports_leisure,59209.92
2018-05-01,stationery,12923.39
2018-05-01,tablets_printing_image,49.9
2018-05-01,telephony,18944.28
2018-05-01,toys,31538.41
2018-05-01,watches_gifts,119364.98
2018-06-01,agro_industry_and_commerce,3515.8
2018-06-01,air_conditioning,3567.9
2018-06-01,art,2500.14
2018-06-01,audio,1830.69
2018-06-01,auto,44962.59
2018-06-01,baby,30550.32
2018-06-01,bed_bath_table,70857.08
2018-06-01,books_general_interest,3275.49
2018-06-01,books_imported,468.17
2018-06-01,books_technical,1747.4299999999998
2018-06-01,christmas_supplies,306.19
2018-06-01,cine_photo,435.85
2018-06-01,computers,13127.0
2018-06-01,computers_accessories,41806.37
2018-06-01,consoles_games,6903.01
2018-06-01,construction_tools_construction,22947.72
2018-06-01,construction_tools_lights,4583.41
2018-06-01,construction_tools_safety,2565.37
2018-06-01,cool_stuff,19316.37
2018-06-01,costruction_tools_garden,799.44
2018-06-01,costruction_tools_tools,527.0
2018-06-01,diapers_and_hygiene,321.0
2018-06-01,drinks,1567.07
2018-06-01,dvds_blu_ray,382.88
2018-06-01,electronics,9664.57
2018-06-01,fashion_bags_accessories,7869.95
2018-06-01,fashion_childrens_clothes,89.99
2018-06-01,fashion_male_clothing,447.8
2018-06-01,fashion_shoes,1230.58
2018-06-01,fashion_underwear_beach,129.29999999999998
2018-06-01,fixed_telephony,2080.32
2018-06-01,flowers,108.0
2018-06-01,food,1371.18
2018-06-01,food_drink,293.85
2018-06-01,furniture_bedroom,1559.99
2018-06-01,furniture_decor,42042.22
2018-06-01,furniture_living_room,3541.62
2018-06-01,garden_tools,17948.72
2018-06-01,health_beauty,106745.72
2018-06-01,home_appliances,5830.38
2018-06-01,home_appliances_2,8312.72
2018-06-01,home_comfort_2,25.8
2018-06-01,home_confort,2386.4900000000002
2018-06-01,home_construction,9094.59
2018-06-01,housewares,55912.61
2018-06-01,industry_commerce_and_business,2609.9
2018-06-01,kitchen_dining_laundry_garden_furniture,3538.43
2018-06-01,luggage_accessories,5070.88
2018-06-01,market_place,556.46
2018-06-01,music,109.08
2018-06-01,musical_instruments,16177.92
2018-06-01,office_furniture,12125.58
2018-06-01,party_supplies,84.80000000000001
2018-06-01,perfumery,26963.93
2018-06-01,pet_shop,19491.78
2018-06-01,signaling_and_security,5863.18
2018-06-01,small_appliances,15431.630000000001
2018-06-01,small_appliances_home_oven_and_coffee,3499.0
2018-06-01,sports_leisure,44916.01
2018-06-01,stationery,12859.08
2018-06-01,tablets_printing_image,50.0
2018-06-01,telephony,22669.86
2018-06-01,toys,21094.95
2018-06-01,watches_gifts,85027.57
2018-07-01,agro_industry_and_commerce,6669.82
2018-07-01,air_conditioning,2657.86
2018-07-01,art,1843.1999999999998
2018-07-01,arts_and_craftmanship,654.57
2018-07-01,audio,2062.64
2018-07-01,auto,43466.79
2018-07-01,baby,21834.12
2018-07-01,bed_bath_table,54405.23
2018-07-01,books_general_interest,4077.45
2018-07-01,books_imported,357.78999999999996
2018-07-01,books_technical,1994.9299999999998
2018-07-01,christmas_supplies,509.56
2018-07-01,cine_photo,1178.54
2018-07-01,computers,11239.0
2018-07-01,computers_accessories,41063.31
2018-07-01,consoles_games,8519.11
2018-07-01,construction_tools_construction,15237.47
2018-07-01,construction_tools_lights,7249.61
2018-07-01,construction_tools_safety,1888.95
2018-07-01,cool_stuff,21152.01
2018-07-01,costruction_tools_garden,1922.66
2018-07-01,costruction_tools_tools,5501.2
2018-07-01,diapers_and_hygiene,121.0
2018-07-01,drinks,1260.17
2018-07-01,dvds_blu_ray,83.99
2018-07-01,electronics,9270.95
2018-07-01,fashion_bags_accessories,6071.07
2018-07-01,fashion_male_clothing,208.7
2018-07-01,fashion_shoes,820.19
2018-07-01,fashion_underwear_beach,109.8
2018-07-01,fixed_telephony,9319.39
2018-07-01,flowers,47.989999999999995
2018-07-01,food,3378.17
2018-07-01,food_drink,778.73
2018-07-01,furniture_bedroom,1386.9
2018-07-01,furniture_decor,45393.590000000004
2018-07-01,furniture_living_room,6706.64
2018-07-01,furniture_mattress_and_upholstery,129.9
2018-07-01,garden_tools,25639.88
2018-07-01,health_beauty,103524.22
2018-07-01,home_appliances,5173.03
2018-07-01,home_appliances_2,12597.32
2018-07-01,home_comfort_2,38.7
2018-07-01,home_confort,2906.48
2018-07-01,home_construction,6700.25
2018-07-01,housewares,62583.3
2018-07-01,industry_commerce_and_business,4697.21
2018-07-01,kitchen_dining_laundry_garden_furniture,3736.95
2018-07-01,luggage_accessories,5821.72
2018-07-01,market_place,186.78
2018-07-01,music,849.3
2018-07-01,musical_instruments,7871.93
2018-07-01,office_furniture,13225.28
2018-07-01,party_supplies,57.5
2018-07-01,perfumery,20645.97
2018-07-01,pet_shop,19343.85
2018-07-01,signaling_and_security,3785.19
2018-07-01,small_appliances,8161.35
2018-07-01,small_appliances_home_oven_and_coffee,4699.67
2018-07-01,sports_leisure,54015.89
2018-07-01,stationery,17217.19
2018-07-01,telephony,26492.68
2018-07-01,toys,17022.0
2018-07-01,watches_gifts,95164.79
2018-08-01,agro_industry_and_commerce,5021.09
2018-08-01,air_conditioning,3556.9
2018-08-01,art,1481.3899999999999
2018-08-01,arts_and_craftmanship,901.76
2018-08-01,audio,2069.4
2018-08-01,auto,45032.58
2018-08-01,baby,21266.57
2018-08-01,bed_bath_table,60891.090000000004
2018-08-01,books_general_interest,1564.78
2018-08-01,books_imported,749.0
2018-08-01,books_technical,1483.79
2018-08-01,christmas_supplies,529.37
2018-08-01,cine_photo,595.29
2018-08-01,computers,8711.5
2018-08-01,computers_accessories,40052.64
2018-08-01,consoles_games,4381.31
2018-08-01,construction_tools_construction,22917.16
2018-08-01,construction_tools_lights,8212.53
2018-08-01,construction_tools_safety,3970.2200000000003
2018-08-01,cool_stuff,15794.89
2018-08-01,costruction_tools_garden,3688.76
2018-08-01,costruction_tools_tools,1255.77
2018-08-01,diapers_and_hygiene,231.89
2018-08-01,drinks,1423.26
2018-08-01,dvds_blu_ray,8.9
2018-08-01,electronics,10739.57
2018-08-01,fashio_female_clothing,129.97
2018-08-01,fashion_bags_accessories,8127.53
2018-08-01,fashion_male_clothing,381.69000000000005
2018-08-01,fashion_shoes,471.29999999999995
2018-08-01,fashion_sport,69.9
2018-08-01,fashion_underwear_beach,160.0
2018-08-01,fixed_telephony,2724.17
2018-08-01,food,8174.18
2018-08-01,food_drink,1028.61
2018-08-01,furniture_bedroom,2197.0
2018-08-01,furniture_decor,41168.55
2018-08-01,furniture_living_room,5223.34
2018-08-01,garden_tools,16314.699999999999
2018-08-01,health_beauty,119391.01
2018-08-01,home_appliances,6443.85
2018-08-01,home_appliances_2,7532.76
2018-08-01,home_confort,2241.28
2018-08-01,home_construction,6286.16
2018-08-01,housewares,58763.36
2018-08-01,industry_commerce_and_business,2364.69
2018-08-01,kitchen_dining_laundry_garden_furniture,2011.47
2018-08-01,luggage_accessories,6599.75
2018-08-01,market_place,949.27
2018-08-01,music,497.81
2018-08-01,musical_instruments,10519.34
2018-08-01,office_furniture,6758.87
2018-08-01,party_supplies,1285.29
2018-08-01,perfumery,24839.74
2018-08-01,pet_shop,24608.07
2018-08-01,signaling_and_security,1825.59
2018-08-01,small_appliances,6168.06
2018-08-01,small_appliances_home_oven_and_coffee,2996.7200000000003
2018-08-01,sports_leisure,50860.18
2018-08-01,stationery,15445.65
2018-08-01,telephony,36572.91
2018-08-01,toys,16923.75
2018-08-01,watches_gifts,69767.06
